TIME,FLIGHT,FROM,AIRLINE,AIRCRAFT,,STATUS
7:19 PM,DL2266,Buffalo (BUF),Delta Air Lines,A321 (N339DN),,Landed 7:14 PM
7:19 PM,NK2560,Indianapolis (IND),Spirit Airlines,A320 (N697NK),,Unknown
7:20 PM,DL85,Paris (CDG),Delta Air Lines,B764 (N828MH),,Landed 7:07 PM
7:20 PM,DL399,Boston (BOS),Delta Air Lines,A321 (N340DN),,Landed 6:58 PM
7:23 PM,DL1816,Puerto Vallarta (PVR),Delta Air Lines,B739 (N815DN),,Diverted to SAV
7:24 PM,DL1695,Washington (IAD),Delta Air Lines,A319 (N358NB),,Landed 7:01 PM
7:25 PM,DL2803,Destin Fort Walton Beach (VPS),Delta Air Lines,B712 (N967AT),,Diverted to HSV
7:26 PM,DL693,San Francisco (SFO),Delta Air Lines,B763 (N180DN),,Landed 7:16 PM
7:27 PM,DL1700,Memphis (MEM),Delta Air Lines,B739 (N947DZ),,Landed 7:10 PM
7:28 PM,DL1182,Colorado Springs (COS),Delta Air Lines,B738 (N384DA),,Diverted to HSV
7:28 PM,F92871,San Juan (SJU),Frontier (Joaquin the Kit Fox Livery),A20N (N387FR),,Diverted to CLT
7:29 PM,DL1516,Cincinnati (CVG),Delta Air Lines,B739,,Unknown
7:29 PM,DL2381,Houston (HOU),Delta Air Lines,A319 (N354NB),,Landed 6:56 PM
7:29 PM,DL5266,Charlottesville (CHO),Delta Connection,CRJ7 (N690CA),,Diverted to CHO
7:30 PM,DL37,London (LHR),Delta Air Lines,A339 (N409DX),,Diverted to CLT
7:30 PM,DL446,Los Angeles (LAX),Delta Air Lines,B764 (N833MH),,Delayed 9:30 PM
7:30 PM,DL512,Dallas (DAL),Delta Air Lines,B712 (N892AT),,Landed 7:14 PM
7:30 PM,DL1347,Little Rock (LIT),Delta Air Lines,B738 (N377DE),,Landed 7:25 PM
7:30 PM,DL2135,Charlotte (CLT),Delta Air Lines,B712 (N923AT),,Unknown
7:30 PM,DL2496,Philadelphia (PHL),Delta Air Lines,A321 (N392DN),,Diverted to GSP
7:30 PM,DL4993,Valdosta (VLD),Delta Connection,CRJ9 (N133EV),,Canceled
7:30 PM,DL5374,Columbus (CSG),Delta Connection,CRJ7 (N371CA),,Unknown
7:30 PM,F924,Punta Cana (PUJ),Frontier (Jo Jo the Grizzly Bear Livery),A20N (N335FR),,Landed 7:05 PM
7:30 PM,DL3965,Albany (ABY),Delta Connection,CRJ9 (N822SK),,Diverted to ABY
7:30 PM,NK2710,New Orleans (MSY),Spirit Airlines,A21N (N710NK),,Diverted to MYR
7:30 PM,DL554,Seattle (SEA),Delta Air Lines,B739 (N922DZ),,Diverted to BHM
7:31 PM,UA1329,New York (EWR),United Airlines,A319 (N801UA),,Diverted to CLT
7:31 PM,DL1812,Liberia (LIR),Delta Air Lines,B739 (N892DN),,Delayed 10:03 PM
7:31 PM,UA1329,Charlotte (CLT),United Airlines,A319 (N801UA),,Unknown
7:33 PM,AA2403,Dallas (DFW),American Airlines,A321 (N575UW),,Canceled
7:33 PM,DL1978,San Salvador (SAL),Delta Air Lines,B739 (N845DN),,Diverted to BHM
7:35 PM,DL1150,Orlando (MCO),Delta Air Lines,B752 (N555NW),,Unknown
7:35 PM,DL1739,Chicago (MDW),Delta Air Lines,B712 (N926AT),,Diverted to GSP
7:35 PM,WN2913,New York (LGA),Southwest Airlines,B737 (N209WN),,Delayed 9:31 PM
7:37 PM,DL1186,Tulsa (TUL),Delta Air Lines,B712 (N919AT),,Diverted to CHA
7:37 PM,DL3211,Lexington (LEX),Delta Air Lines,B712 (N998AT),,Diverted to LEX
7:38 PM,DL5314,Alexandria (AEX),Delta Connection,CRJ9 (N913XJ),,Diverted to MGM
7:39 PM,DL1848,San Jose del Cabo (SJD),Delta Air Lines,B752 (N6707A),,Diverted to BNA
7:39 PM,DL3231,San Jose (SJO),Delta Air Lines,B752 (N667DN),,Diverted to SAV
7:40 PM,DL26,Seoul (ICN),Delta Air Lines,A359 (N526DN),,Diverted to BNA
7:40 PM,DL2772,Charleston (CHS),Delta Air Lines,B739 (N934DZ),,Unknown
7:41 PM,DL2084,Windsor Locks (BDL),Delta Air Lines,A320 (N362NW),,Delayed 9:36 PM
7:41 PM,F91100,Phoenix (PHX),Frontier (Trixie the Fox Livery),A20N (N329FR),,Landed 7:05 PM
7:41 PM,NK2850,Detroit (DTW),Spirit Airlines,A320 (N613NK),,Landed 7:12 PM
7:42 PM,DL1110,Fort Myers (RSW),Delta Air Lines,B739 (N925DZ),,Diverted to TLH
7:42 PM,DL3016,Wilmington (ILM),Delta Air Lines,B712 (N936AT),,Landed 7:07 PM
7:43 PM,DL968,New York (LGA),Delta Air Lines,A321 (N112DN),,Diverted to CLT
7:44 PM,DL904,Sacramento (SMF),Delta Air Lines,B739 (N829DN),,Diverted to BHM
7:47 PM,AA5175,Charlotte (CLT),American Eagle,CRJ9 (N559NN),,Canceled
7:47 PM,DL932,San Diego (SAN),Delta Air Lines,A321 (N388DN),,Diverted to BNA
7:47 PM,DL1413,Fort Lauderdale (FLL),Delta Air Lines,B752 (N688DL),,Diverted to BHM
7:47 PM,DL1758,Panama City (PTY),Delta Air Lines,B738 (N3762Y),,Diverted to SAV
7:48 PM,DL2379,Chattanooga (CHA),Delta Air Lines,B712 (N943AT),,Unknown
7:49 PM,DL581,Oranjestad (AUA),Delta Air Lines,A321 (N354DN),,Diverted to GSP
7:49 PM,DL787,Spokane (GEG),Delta Air Lines,B739 (N877DN),,Diverted to HSV
7:49 PM,DL937,Tucson (TUS),Delta Air Lines,B739 (N861DN),,Diverted to BNA
7:49 PM,DL1956,Nassau (NAS),Delta Air Lines,B739 (N841DN),,Diverted to HSV
7:50 PM,DL1873,Sint Maarten (SXM),Delta Air Lines,B752 (N6700),,Landed 7:04 PM
7:50 PM,DL3228,Willemstad (CUR),Delta Air Lines,B738 (N393DA),,Diverted to SAV
7:50 PM,TK31,Istanbul (IST),Turkish Airlines,B789 (TC-LLY),,Diverted to CLT
7:50 PM,5Y6039,Chicago (ORD),Atlas Air,74F,,Unknown
7:52 PM,UA2081,Washington (IAD),United Airlines,B737 (N15710),,Diverted to GSP
7:52 PM,UA2081,Greenville-Spartanburg (GSP),United Airlines,B737 (N15710),,Unknown
7:53 PM,DL2892,Columbus (CMH),Delta Air Lines,B739 (N933DZ),,Diverted to CAE
7:54 PM,DL921,Dallas (DFW),Delta Air Lines,A321 (N360DN),,Diverted to PNS
7:55 PM,DL874,Boise (BOI),Delta Air Lines,A321 (N390DN),,Diverted to HSV
7:55 PM,F92509,Baltimore (BWI),Frontier (Sammy the Squirrel Livery),A320 (N232FR),,Canceled
7:57 PM,F9124,Montego Bay (MBJ),"Frontier (Ed, Edwin & Eddie the Penguins Livery)",A20N (N344FR),,Diverted to CLT
7:59 PM,DL3564,Fort Wayne (FWA),Delta Connection,CRJ9 (N548CA),,Diverted to MGM
8:00 PM,DL2058,Grand Rapids (GRR),Delta Air Lines,B739 (N899DN),,Diverted to CHA
8:00 PM,WN469,Austin (AUS),Southwest Airlines,B738 (N8508W),,Diverted to ECP
8:01 PM,DL3101,Asheville (AVL),Delta Air Lines,B712 (N974AT),,Unknown
8:02 PM,DL1979,San Antonio (SAT),Delta Air Lines,A320 (N337NW),,Diverted to BHM
8:05 PM,F92400,Houston (IAH),Frontier (Brazos the Ridgway's Hawk),A21N (N658FR),,Diverted to BNA
8:05 PM,WN998,Nashville (BNA),Southwest Airlines,B737 (N462WN),,Unknown
8:09 PM,DL809,San Jose (SJC),Delta Air Lines,B739 (N814DN),,Diverted to BNA
8:10 PM,DL406,Bozeman (BZN),Delta Air Lines,B752 (N6702),,Diverted to BNA
8:10 PM,DL1836,Punta Cana (PUJ),Delta Air Lines,A321 (N103DY),,Diverted to SAV
8:15 PM,DL2329,Norfolk (ORF),Delta Air Lines,A321 (N326DN),,Unknown
8:15 PM,LA2482,Lima (LIM),LATAM Airlines,B763 (CC-CXC),,Delayed 9:11 PM
8:15 PM,NK2352,Los Angeles (LAX),Spirit Airlines,A21N (N718NK),,Diverted to BNA
8:16 PM,DL5246,Allentown (ABE),Delta Connection,CRJ9 (N186GJ),,Diverted to CAE
8:18 PM,DL2152,Milwaukee (MKE),Delta Air Lines,A321 (N301DV),,Diverted to CHS
8:18 PM,DL5205,Huntsville (HSV),Delta Connection,CRJ9 (N678CA),,Unknown
8:20 PM,DL880,Cleveland (CLE),Delta Air Lines,B739 (N936DZ),,Scheduled
8:20 PM,DL2759,New Orleans (MSY),Delta Air Lines,B739 (N818DA),,Diverted to CHS
8:20 PM,WN1938,Houston (HOU),Southwest Airlines,B737 (N7824A),,Diverted to BNA
8:20 PM,DL1386,Miami (MIA),Delta Air Lines,B752 (N698DL),,Diverted to JAX
8:21 PM,DL466,Las Vegas (LAS),Delta Air Lines,B752 (N687DL),,Diverted to PNS
8:21 PM,DL483,Burbank (BUR),Delta Air Lines,BCS3 (N301DU),,Diverted to HSV
8:21 PM,DL1485,St. Louis (STL),Delta Air Lines,B739 (N952DZ),,Diverted to SDF
8:21 PM,DL3758,Shreveport (SHV),Delta Connection,CRJ9 (N816SK),,Scheduled
8:23 PM,DL957,Denver (DEN),Delta Air Lines,A321 (N106DN),,Diverted to BNA
8:23 PM,DL2293,New York (JFK),Delta Air Lines,B739 (N890DN),,Diverted to GSO
8:24 PM,F91116,Las Vegas (LAS),Frontier (Betty the Bluebird Livery),A320 (N230FR),,Delayed 9:33 PM
8:24 PM,CI5346,San Francisco (SFO),China Airlines Cargo,B77L (B-18779),,Delayed 9:32 PM
8:25 PM,AF34,Paris (CDG),Air France,B772 (F-GSPM),,Delayed 9:25 PM
8:25 PM,DL2211,Pensacola (PNS),Delta Air Lines,B739 (N949DZ),,Scheduled
8:25 PM,DL2314,Greensboro (GSO),Delta Air Lines,A319 (N315NB),,Scheduled
8:25 PM,KL621,Amsterdam (AMS),KLM,B77W (PH-BVN),,Diverted to CLT
8:25 PM,3S456,Frankfurt (FRA),DHL,B77L (D-AALT),,Diverted to CVG
8:26 PM,DL1267,Baltimore (BWI),Delta Air Lines,B752 (N820DX),,Scheduled
8:26 PM,DL5325,Tallahassee (TLH),Delta Connection,CRJ9 (N903XJ),,Scheduled
8:27 PM,DL1568,Pittsburgh (PIT),Delta Air Lines,B739 (N940DU),,Scheduled
8:28 PM,DL1458,West Palm Beach (PBI),Delta Air Lines,A321 (N363DN),,Scheduled
8:28 PM,DL4958,Moline (MLI),Delta Connection,CRJ9 (N186GJ),,Scheduled
8:28 PM,DL796,Phoenix (PHX),Delta Air Lines,B752 (N550NW),,Diverted to MEM
8:29 PM,DL1937,Mobile (MOB),Delta Air Lines,B712 (N979AT),,Scheduled
8:29 PM,DL2053,Detroit (DTW),Delta Air Lines,A321 (N381DZ),,Scheduled
8:29 PM,DL3158,Richmond (RIC),Delta Air Lines,B752 (N673DL),,Scheduled
8:29 PM,DL3218,Savannah (SAV),Delta Air Lines,B738 (N397DA),,Scheduled
8:30 PM,DL1681,Memphis (MEM),Delta Air Lines,B739 (N951DX),,Scheduled
8:30 PM,DL2312,New York (EWR),Delta Air Lines,B739 (N874DN),,Canceled
8:30 PM,BA227,London (LHR),British Airways,B772 (G-VIIK),,Diverted to TPA
8:31 PM,DL1397,Austin (AUS),Delta Air Lines,B739 (N863DN),,Diverted to HSV
8:31 PM,DL2600,Raleigh-Durham (RDU),Delta Air Lines,B752 (N819DX),,Scheduled
8:32 PM,DL850,Washington (DCA),Delta Air Lines,A321 (N117DX),,Scheduled
8:33 PM,DL2627,Jacksonville (JAX),Delta Air Lines,A321 (N374DX),,Delayed 9:09 PM
8:34 PM,DL1785,Vieux Fort (UVF),Delta Air Lines,B752 (N684DA),,Diverted to CHS
8:34 PM,DL2484,Birmingham (BHM),Delta Air Lines,B739 (N954DZ),,Scheduled
8:34 PM,DL3922,Dothan (DHN),American Eagle,CRJ7 (N712SK),,Scheduled
8:34 PM,DL5185,Monroe (MLU),Delta Connection,CRJ9 (N133EV),,Scheduled
8:34 PM,DL5350,Charleston (CRW),Delta Connection,CRJ7 (N669CA),,Scheduled
8:34 PM,DL5529,Lafayette (LFT),Delta Connection,CRJ9 (N136EV),,Diverted to LFT
8:34 PM,DL4863,Evansville (EVV),Delta Connection,CRJ9 (N907XJ),,Scheduled
8:35 PM,DL1660,Kansas City (MCI),Delta Air Lines,B739 (N948DZ),,Diverted to BNA
8:35 PM,DL1783,Indianapolis (IND),Delta Air Lines,B739 (N956DZ),,Delayed 9:31 PM
8:35 PM,DL1821,Jackson (JAN),Delta Air Lines,B712 (N896AT),,Scheduled
8:35 PM,DL2047,Rochester (ROC),Delta Air Lines,A320 (N340NW),,Diverted to CLT
8:35 PM,DL4640,Montgomery (MGM),Delta Connection,CRJ9 (N331PQ),,Scheduled
8:35 PM,DL2857,Harrisburg (MDT),Delta Air Lines,A320 (N319US),,Diverted to RDU
8:37 PM,DL1693,Nashville (BNA),Delta Air Lines,B739 (N824DN),,Scheduled
8:39 PM,DL1984,Bridgetown (BGI),Delta Air Lines,B738 (N3743H),,Diverted to JAX
8:39 PM,DL2168,Key West (EYW),Delta Air Lines,A319 (N362NB),,Scheduled
8:42 PM,DL1169,Philadelphia (PHL),Delta Air Lines,B739 (N825DN),,Scheduled
8:45 PM,DL1425,Tampa (TPA),Delta Air Lines,B763 (N192DN),,Scheduled
8:45 PM,DL2345,Fort Lauderdale (FLL),Delta Air Lines,B752 (N544US),,Diverted to JAX
8:45 PM,WN434,Washington (DCA),Southwest Airlines,B737 (N904WN),,Scheduled
8:46 PM,DL395,Los Angeles (LAX),Delta Air Lines,A321 (N329DN),,Diverted to MEM
8:46 PM,DL1325,Madison (MSN),Delta Air Lines,B712 (N717JL),,Canceled
8:46 PM,DL3075,Gainesville (GNV),Delta Air Lines,B712 (N980AT),,Diverted to JAX
8:47 PM,DL1028,Minneapolis (MSP),Delta Air Lines,B739 (N809DN),,Diverted to BNA
8:47 PM,DL1742,Orlando (MCO),Delta Air Lines,B753 (N583NW),,Scheduled
8:47 PM,DL964,New York (LGA),Delta Air Lines,A321,,Diverted to RDU
8:47 PM,DL964,New York (LGA),Delta Air Lines,A321 (N383DZ),,Diverted to RDU
8:48 PM,DL2714,Toronto (YYZ),Delta Air Lines,A321 (N342DN),,Diverted to CVG
8:49 PM,DL2285,Daytona Beach (DAB),Delta Air Lines,B712 (N929AT),,Scheduled
8:49 PM,F94316,Los Angeles (LAX),Frontier (Wiley the Bison Livery),A20N (N313FR),,Diverted to MEM
8:50 PM,DL2862,Oklahoma City (OKC),Delta Air Lines,B712 (N895AT),,Diverted to MEM
8:50 PM,F93723,West Palm Beach (PBI),Frontier (Lewis the Greater Sage-Grouse Livery),A20N (N378FR),,Delayed 10:05 PM
8:51 PM,F94405,Miami (MIA),Frontier (Elrey the Elk Livery),A20N (N370FR),,Diverted to TPA
8:53 PM,DL4809,Bentonville (XNA),Delta Connection,CRJ7 (N641CA),,Scheduled
8:57 PM,DL3043,Melbourne (MLB),Delta Air Lines,B712 (N986AT),,Scheduled
9:00 PM,DL1987,Montego Bay (MBJ),Delta Air Lines,A321 (N336DX),,Diverted to TPA
9:00 PM,DL3947,Blountville (TRI),Delta Connection,CRJ7 (N776SK),,Scheduled
9:00 PM,WN2157,Dallas (DAL),Southwest Airlines,B738 (N8673F),,Delayed 10:33 PM
9:00 PM,WN3777,Chicago (MDW),Southwest Airlines,B737 (N909WN),,Scheduled
9:00 PM,WN4253,Baltimore (BWI),Southwest Airlines,B737 (N917WN),,Scheduled
9:00 PM,AA9944,Boston (BOS),American Eagle,E75L (N419YX),,Scheduled
9:00 PM,AA9877,Hilton Head Island (HHH),American Eagle,E75L (N284JN),,Delayed 9:24 PM
9:01 PM,DL3042,Knoxville (TYS),Delta Air Lines,B712 (N951AT),,Scheduled
9:04 PM,DL2193,Columbia (CAE),Delta Air Lines,B712 (N891AT),,Scheduled
9:05 PM,DL32,Dallas (DFW),Delta Air Lines,A321 (N311DN),,Diverted to ECP
9:05 PM,DL599,Mexico City (MEX),Delta Air Lines,B752 (N6715C),,Diverted to BNA
9:05 PM,DL983,Bogota (BOG),Delta Air Lines,B752 (N547US),,Diverted to TLH
9:05 PM,DL2738,Chicago (ORD),Delta Air Lines,B738 (N3736C),,Scheduled
9:05 PM,DL5282,Augusta (AGS),Delta Connection,CRJ9 (N228PQ),,Scheduled
9:05 PM,F94702,Austin (AUS),Frontier (Choo the Pika Livery),A20N (N331FR),,Scheduled
9:05 PM,DL983,Tallahassee (TLH),Delta Air Lines,B752 (N547US),,Scheduled
9:07 PM,DL1852,Fayetteville (FAY),Delta Air Lines,B712 (N985AT),,Scheduled
9:08 PM,DL5013,White Plains (HPN),Delta Connection,CRJ9 (N491PX),,Diverted to RDU
9:08 PM,,Athens (AHN),-,BE36 (N38WB),,Scheduled
9:10 PM,DL2464,Boston (BOS),Delta Air Lines,A321 (N366DX),,Diverted to CHS
9:12 PM,DL2113,Houston (IAH),Delta Air Lines,A321 (N309DN),,Scheduled
9:13 PM,DL2207,Gulfport (GPT),Delta Air Lines,B712 (N966AT),,Scheduled
9:13 PM,DL3007,Greenville-Spartanburg (GSP),Delta Air Lines,B739 (N850DN),,Scheduled
9:13 PM,DL5246,Columbia (CAE),Delta Connection,CRJ9 (N186GJ),,Scheduled
9:15 PM,F94810,San Antonio (SAT),Frontier (Stretch the Great Blue Heron Livery),A20N (N334FR),,Scheduled
9:17 PM,DL3088,Dayton (DAY),Delta Air Lines,B712 (N607AT),,Scheduled
9:19 PM,DL4988,Jacksonville (OAJ),Delta Connection,CRJ7 (N398CA),,Scheduled
9:19 PM,F91101,Philadelphia (PHL),Frontier (D&A the Hispaniolan Parakeets Livery),A21N (N635FR),,Scheduled
9:19 PM,F92496,Dallas (DFW),Frontier (Lone Star the Longhorn Steer Livery),A20N (N347FR),,Scheduled
9:20 PM,F93053,Tampa (TPA),Frontier (Sonny the Lemon Shark Livery),A20N (N382FR),,Estimated 9:12 PM
9:20 PM,WN2467,Denver (DEN),Southwest Airlines,B737 (N268WN),,Estimated 9:31 PM
9:20 PM,DL1182,Huntsville (HSV),Delta Air Lines,B738 (N384DA),,Scheduled
9:22 PM,DL1816,Savannah (SAV),Delta Air Lines,B739 (N815DN),,Scheduled
9:25 PM,DL1871,Charleston (CHS),Delta Air Lines,B739 (N944DZ),,Scheduled
9:26 PM,DL706,Huntsville (HSV),Delta Air Lines,A321 (N114DN),,Scheduled
9:26 PM,DL3564,Montgomery (MGM),Delta Connection,CRJ9 (N548CA),,Scheduled
9:27 PM,DL2690,Syracuse (SYR),Delta Air Lines,A321 (N331DN),,Diverted to GSO
9:27 PM,DL3180,Jackson (JAN),Delta Air Lines,B712 (N953AT),,Scheduled
9:29 PM,UA1504,Chicago (ORD),United Airlines,B738 (N35236),,Delayed 10:09 PM
9:29 PM,DL5314,Montgomery (MGM),Delta Connection,CRJ9 (N913XJ),,Scheduled
9:30 PM,DL2037,Asheville (AVL),Delta Air Lines,B712 (N944AT),,Scheduled
9:31 PM,DL3178,Myrtle Beach (MYR),Delta Air Lines,B712 (N893AT),,Scheduled
9:31 PM,AC1309,Toronto (YYZ),Air Canada,BCS3 (C-GMZN),,Scheduled
9:32 PM,DL542,Seattle (SEA),Delta Air Lines,B753 (N590NW),,Diverted to MCI
9:32 PM,DL875,Salt Lake City (SLC),Delta Air Lines,A321 (N123DW),,Estimated 9:44 PM
9:33 PM,DL540,San Diego (SAN),Delta Air Lines,A321 (N393DN),,Diverted to PNS
9:34 PM,DL1292,Louisville (SDF),Delta Air Lines (SkyTeam Livery),B738 (N381DN),,Scheduled
9:34 PM,DL1827,Cincinnati (CVG),Delta Air Lines,B739 (N872DN),,Scheduled
9:34 PM,WN667,Greenville-Spartanburg (GSP),Southwest Airlines,B737,,Scheduled
9:35 PM,DL1488,Fort Myers (RSW),Delta Air Lines,B752 (N697DL),,Scheduled
9:35 PM,DL26,Nashville (BNA),Delta Air Lines,A359 (N526DN),,Scheduled
9:35 PM,DL1836,Savannah (SAV),Delta Air Lines,A321 (N103DY),,Scheduled
9:35 PM,DL483,Huntsville (HSV),Delta Air Lines,BCS3 (N301DU),,Scheduled
9:37 PM,DL1594,Tampa (TPA),Delta Air Lines,B752 (N556NW),,Scheduled
9:38 PM,DL531,San Francisco (SFO),Delta Air Lines,B763 (N177DN),,Diverted to MCI
9:39 PM,DL950,Washington (DCA),Delta Air Lines,A320 (N339NW),,Scheduled
9:39 PM,DL1323,Miami (MIA),Delta Air Lines,B752 (N685DA),,Scheduled
9:39 PM,DL1348,Richmond (RIC),Delta Air Lines,B739 (N955DZ),,Scheduled
9:39 PM,DL4033,Savannah (SAV),Delta Connection,CRJ9 (N833SK),,Scheduled
9:40 PM,DL970,New York (LGA),Delta Air Lines,A321 (N380DN),,Scheduled
9:40 PM,DL2928,Baltimore (BWI),Delta Air Lines,B752 (N6712B),,Scheduled
9:41 PM,DL1687,Washington (IAD),Delta Air Lines,BCS3 (N332DU),,Scheduled
9:41 PM,DL1839,Providence (PVD),Delta Air Lines,A321 (N313DN),,Estimated 9:27 PM
9:41 PM,DL2340,New York (EWR),Delta Air Lines,B739 (N889DN),,Canceled
9:42 PM,AA2779,Chicago (ORD),American Airlines,A319 (N758US),,Delayed 10:08 PM
9:42 PM,DL1413,Birmingham (BHM),Delta Air Lines,B752 (N688DL),,Scheduled
9:43 PM,DL366,Phoenix (PHX),Delta Air Lines,B752 (N823DX),,Delayed 10:05 PM
9:43 PM,DL1470,Kansas City (MCI),Delta Air Lines,B739 (N937DZ),,Scheduled
9:43 PM,DL906,Birmingham (BHM),Delta Air Lines,A21N (N513DA),,Scheduled
9:43 PM,OO3564,Montgomery (MGM),SkyWest Airlines,CRJ9,,Scheduled
9:44 PM,DL1722,Detroit (DTW),Delta Air Lines,B752 (N6701),,Scheduled
9:44 PM,F91442,Chicago (ORD),Frontier (Scarlet the Tanager Livery),A20N (N354FR),,Scheduled
9:44 PM,DL5514,Mobile (MOB),Delta Connection,CRJ9 (N924XJ),,Scheduled
9:45 PM,DL5169,Baton Rouge (BTR),Delta Connection,CRJ7 (N668CA),,Scheduled
9:45 PM,F94209,Cleveland (CLE),Frontier Airlines,A21N (N667FR),,Estimated 9:53 PM
9:45 PM,WN4609,St. Louis (STL),Southwest Airlines,B737 (N216WR),,Scheduled
9:45 PM,DL1036,Birmingham (BHM),Delta Air Lines,B739 (N856DN),,Scheduled
9:46 PM,DL1173,Milwaukee (MKE),Delta Air Lines,B738 (N3735D),,Scheduled
9:46 PM,DL1295,Fort Lauderdale (FLL),Delta Air Lines,B752 (N669DN),,Scheduled
9:46 PM,DL1497,Orlando (MCO),Delta Air Lines,B753 (N592NW),,Scheduled
9:46 PM,DL3235,Chattanooga (CHA),Delta Air Lines,B712 (N960AT),,Scheduled
9:47 PM,DL1465,San Antonio (SAT),Delta Air Lines,A321 (N119DN),,Scheduled
9:47 PM,DL2689,Nashville (BNA),Delta Air Lines,B739 (N960DZ),,Scheduled
9:47 PM,WN1287,Nashville (BNA),Southwest Airlines,B737,,Scheduled
9:48 PM,DL1109,Albuquerque (ABQ),Delta Air Lines,B739 (N819DN),,Diverted to DFW
9:48 PM,DL2735,Windsor Locks (BDL),Delta Air Lines,A320 (N355NW),,Scheduled
9:48 PM,DL2979,Indianapolis (IND),Delta Air Lines,B739 (N927DZ),,Scheduled
9:48 PM,DL1758,Savannah (SAV),Delta Air Lines,B738 (N3762Y),,Scheduled
9:49 PM,DL1026,Minneapolis (MSP),Delta Air Lines,B739 (N923DZ),,Diverted to CVG
9:49 PM,DL1491,Austin (AUS),Delta Air Lines,A321 (N358DN),,Scheduled
9:49 PM,DL2786,Columbus (CMH),Delta Air Lines,B739 (N939DZ),,Scheduled
9:49 PM,DL3219,Savannah (SAV),Delta Air Lines,B739 (N957DZ),,Scheduled
9:49 PM,DL1978,Birmingham (BHM),Delta Air Lines,B739 (N845DN),,Scheduled
9:50 PM,DL591,Las Vegas (LAS),Delta Air Lines,B752 (N551NW),,Diverted to DFW
9:50 PM,DL715,Los Angeles (LAX),Delta Air Lines,B753 (N594NW),,Estimated 9:46 PM
9:50 PM,DL1946,San Juan (SJU),Delta Air Lines,B739 (N919DU),,Diverted to MCO
9:50 PM,F92171,Fort Lauderdale (FLL),Frontier(Savannah the Yellow-Headed Amazon Livery),A21N (N636FR),,Scheduled
9:50 PM,DL1769,Charlotte (CLT),Delta Air Lines,B752 (N6714Q),,Scheduled
9:51 PM,DL840,Denver (DEN),Delta Air Lines,A321 (N129DN),,Diverted to MCI
9:51 PM,DL5247,Roanoke (ROA),Delta Connection,CRJ9 (N607LR),,Scheduled
9:51 PM,DL1956,Birmingham (BHM),Delta Air Lines,B739 (N841DN),,Scheduled
9:51 PM,DL3228,Savannah (SAV),Delta Air Lines,B738 (N393DA),,Scheduled
9:51 PM,DL1739,Greenville-Spartanburg (GSP),Delta Air Lines,B712 (N926AT),,Scheduled
9:52 PM,DL2625,Montreal (YUL),Delta Air Lines,A319 (N326NB),,Diverted to RDU
9:53 PM,DL2331,Jacksonville (JAX),Delta Air Lines,A321 (N378DN),,Scheduled
9:53 PM,DL3246,Raleigh-Durham (RDU),Delta Air Lines,B739 (N904DN),,Scheduled
9:53 PM,DL3059,Pensacola (PNS),Delta Air Lines,B739 (N912DU),,Scheduled
9:54 PM,,Charlotte (CLT),-,B789,,Scheduled
9:55 PM,DL1329,Philadelphia (PHL),Delta Air Lines,A321 (N314DN),,Scheduled
9:55 PM,DL1350,Cleveland (CLE),Delta Air Lines,B739 (N911DQ),,Scheduled
9:55 PM,DL2128,Wichita (ICT),Delta Air Lines,B712 (N989AT),,Scheduled
9:55 PM,DL2364,Omaha (OMA),Delta Air Lines,B712 (N988AT),,Scheduled
9:55 PM,AC1197,Montreal (YUL),Air Canada,BCS3 (C-GUPL),,Delayed 10:16 PM
9:55 PM,DL2541,Sarasota (SRQ),Delta Air Lines,B739 (N953DZ),,Scheduled
9:55 PM,WN3677,Orlando (MCO),Southwest Airlines,B738 (N8698B),,Scheduled
9:55 PM,DL3094,Birmingham (BHM),Delta Air Lines,B712 (N906AT),,Scheduled
9:56 PM,DL959,West Palm Beach (PBI),Delta Air Lines,A321 (N362DN),,Scheduled
9:56 PM,DL2176,Pittsburgh (PIT),Delta Air Lines,B738 (N380DA),,Scheduled
9:56 PM,WN1287,Nashville (BNA),Southwest Airlines,B737 (N938WN),,Scheduled
9:57 PM,DL675,Portland (PDX),Delta Air Lines,B739 (N828DN),,Estimated 9:36 PM
9:57 PM,DL1346,Norfolk (ORF),Delta Air Lines,B752 (N6716C),,Scheduled
9:57 PM,UA6283,Houston (IAH),United Express,E75L (N85340),,Scheduled
9:57 PM,DL2939,Memphis (MEM),Delta Air Lines,B738 (N382DA),,Scheduled
9:58 PM,DL2060,Chicago (MDW),Delta Air Lines,B712 (N995AT),,Scheduled
9:58 PM,DL2240,Santa Ana (SNA),Delta Air Lines,B752 (N709TW),,Diverted to DFW
9:58 PM,DL488,Raleigh-Durham (RDU),Delta Air Lines,A320 (N350NA),,Scheduled
9:58 PM,DL488,Portland (PWM),Delta Air Lines,A320 (N350NA),,Diverted to RDU
9:59 PM,AA3212,Dallas (DFW),American Airlines,A321 (N997AA),,Scheduled
9:59 PM,DL1393,St. Louis (STL),Delta Air Lines,B739 (N962DZ),,Scheduled
9:59 PM,DL1895,Albany (ALB),Delta Air Lines,A320 (N373NW),,Scheduled
9:59 PM,DL5532,Bentonville (XNA),Delta Connection,CRJ9 (N928XJ),,Scheduled
9:59 PM,AA5528,Charlotte (CLT),American Eagle,CRJ9 (N584NN),,Scheduled
