TIME,FLIGHT,TO,AIRLINE,AIRCRAFT,STATUS
"Friday, Jun 27",,,,,
12:15 AM,WN3062,Baltimore (BWI),Southwest Airlines,B737,Estimated dep. 12:21 AM
12:30 AM,GB110,Cincinnati (CVG),DHL,B763 (N290CM),Departed 1:04 AM
1:00 AM,WN8517,Richmond (RIC),Southwest Airlines,B737,Estimated dep. 1:10 AM
3:30 AM,CV6105,Luxembourg (LUX),Cargolux,B744 (LX-ECV),Departed 3:59 AM
3:46 AM,8C3355,Cincinnati (CVG),Amazon Air,B763 (N617AZ),Departed 4:05 AM
4:15 AM,KE255,Dallas (DFW),Korean Air,74N,Unknown
5:00 AM,AA5507,Charlotte (CLT),American Eagle,CRJ9 (N584NN),Departed 5:11 AM
5:01 AM,F91872,New York (JFK),Frontier (Joey the Opossum Livery),A20N (N351FR),Departed 5:13 AM
5:12 AM,NK2343,Baltimore (BWI),Spirit Airlines,A21N (N730NK),Departed 5:41 AM
5:20 AM,NK2218,Fort Lauderdale (FLL),Spirit Airlines,A21N (N742NK),Departed 5:30 AM
5:25 AM,NK2287,Orlando (MCO),Spirit Airlines,A21N (N705NK),Departed 6:15 AM
5:30 AM,UA2440,Washington (IAD),United Airlines,B737 (N15710),Departed 5:43 AM
5:45 AM,NK2488,Detroit (DTW),Spirit Airlines,A321 (N661NK),Departed 5:53 AM
6:00 AM,AA2770,Dallas (DFW),American Airlines,B738 (N959AN),Departed 6:09 AM
6:00 AM,B6696,Boston (BOS),JetBlue,A320 (N652JB),Departed 6:03 AM
6:00 AM,DL404,New York (LGA),Delta Air Lines,A321 (N124DX),Canceled
6:00 AM,DL651,Detroit (DTW),Delta Air Lines,A321 (N368DN),Departed 6:17 AM
6:00 AM,F917,Montego Bay (MBJ),Frontier (Pike the Otter Livery),A320 (N235FR),Departed 6:37 AM
6:00 AM,UA447,New York (EWR),United Airlines,B39M (N77579),Departed 6:38 AM
6:00 AM,AA4547,Washington (DCA),American Eagle,E75S (N412YX),Departed 6:13 AM
6:00 AM,NK2353,Dallas (DFW),Spirit Airlines,A21N (N716NK),Departed 6:32 AM
6:00 AM,WN2925,Denver (DEN),Southwest Airlines,B737 (N7889A),Departed 6:11 AM
6:00 AM,WN8500,Richmond (RIC),Southwest Airlines,B737 (N203WN),Departed 6:27 AM
6:10 AM,WN3720,Houston (HOU),Southwest Airlines,B738 (N8644C),Departed 6:23 AM
6:15 AM,WN1784,New York (LGA),Southwest Airlines,B737 (N204WN),Departed 6:25 AM
6:25 AM,AC1304,Toronto (YYZ),Air Canada,BCS3 (C-GNAM),Departed 6:29 AM
6:30 AM,AS377,Seattle (SEA),Alaska Airlines,B39M (N943AK),Departed 8:31 AM
6:45 AM,AA3575,Charlotte (CLT),American Eagle,E75L (N302RN),Departed 9:29 AM
6:45 AM,F93512,Boston (BOS),Frontier (Brazos the Ridgway's Hawk),A21N (N658FR),Departed 6:54 AM
6:45 AM,WN404,Las Vegas (LAS),Southwest Airlines,B38M (N8895Q),Departed 7:05 AM
7:00 AM,AA616,Chicago (ORD),American Airlines,A319 (N814AW),Departed 8:11 AM
7:00 AM,DL987,Boston (BOS),Delta Air Lines,B752 (N723TW),Departed 7:07 AM
7:00 AM,DL996,Los Angeles (LAX),Delta Air Lines,A321 (N126DN),Departed 7:16 AM
7:00 AM,DL1334,Fort Lauderdale (FLL),Delta Air Lines,B752 (N695DL),Departed 7:12 AM
7:00 AM,UA6365,Houston (IAH),United Express,E75L (N88341),Departed 7:18 AM
7:00 AM,AA3190,Miami (MIA),American Airlines,B738 (N847NN),Departed 7:14 AM
7:00 AM,WN3368,Chicago (MDW),Southwest Airlines,B738 (N8651A),Departed 7:10 AM
7:00 AM,DL9960,Cartagena (CTG),Delta Air Lines,B738 (N382DA),Departed 7:56 AM
7:05 AM,WN420,Orlando (MCO),Southwest Airlines,B737 (N901WN),Departed 7:32 AM
7:07 AM,B6320,New York (JFK),JetBlue,A320 (N729JB),Departed 10:13 AM
7:10 AM,AA1428,Philadelphia (PHL),American Airlines,A319 (N4005X),Departed 9:09 AM
7:10 AM,DL1266,West Palm Beach (PBI),Delta Air Lines,A321 (N336DX),Departed 7:22 AM
7:10 AM,WN363,Washington (DCA),Southwest Airlines,B737 (N7849A),Departed 7:20 AM
7:13 AM,DL2204,Orlando (MCO),Delta Air Lines,B752 (N554NW),Departed 7:28 AM
7:15 AM,UA231,New York (EWR),United Airlines,A319 (N804UA),Departed 7:29 AM
7:15 AM,UA340,Denver (DEN),United Airlines,B39M (N67501),Departed 7:33 AM
7:15 AM,DL5555,Raleigh-Durham (RDU),Delta Connection,CRJ9 (N311PQ),Departed 7:31 AM
7:25 AM,DL926,Washington (DCA),Delta Air Lines,A321 (N350DN),Departed 8:25 AM
7:25 AM,DL1646,Detroit (DTW),Delta Air Lines,A321 (N392DN),Departed 8:10 AM
7:25 AM,DL2014,Cancun (CUN),Delta Air Lines,B739 (N899DN),Departed 7:36 AM
7:25 AM,DL2235,Denver (DEN),Delta Air Lines,A321 (N119DN),Departed 7:43 AM
7:25 AM,DL2325,New York (EWR),Delta Air Lines,A321 (N376DN),Departed 7:39 AM
7:25 AM,DL2974,Washington (IAD),Delta Air Lines,BCS3 (N314DU),Departed 7:46 AM
7:25 AM,DL3125,Indianapolis (IND),Delta Air Lines,B739 (N824DN),Departed 7:39 AM
7:25 AM,DL3128,New Orleans (MSY),Delta Air Lines,B739 (N893DN),Departed 7:41 AM
7:25 AM,DL4930,White Plains (HPN),Delta Connection,CRJ9 (N133EV),Departed 7:41 AM
7:25 AM,DL5174,Louisville (SDF),Delta Connection,CRJ9 (N186GJ),Departed 7:42 AM
7:30 AM,DL323,New York (LGA),Delta Air Lines,A321 (N383DZ),Departed 7:47 AM
7:30 AM,DL839,Dallas (DFW),Delta Air Lines,A321 (N360DN),Departed 7:45 AM
7:30 AM,DL1336,Norfolk (ORF),Delta Air Lines,B739 (N820DN),Departed 8:04 AM
7:30 AM,DL1380,Pittsburgh (PIT),Delta Air Lines,B739 (N897DN),Departed 7:40 AM
7:30 AM,DL1462,Richmond (RIC),Delta Air Lines,B752 (N696DL),Departed 7:37 AM
7:30 AM,DL1500,Cleveland (CLE),Delta Air Lines,B739 (N812DN),Departed 7:43 AM
7:30 AM,DL1634,Nashville (BNA),Delta Air Lines,B712 (N894AT),Departed 7:44 AM
7:30 AM,DL2605,Tampa (TPA),Delta Air Lines,B752 (N543US),Departed 7:44 AM
7:30 AM,DL2836,Miami (MIA),Delta Air Lines,B752 (N553NW),Departed 7:41 AM
7:30 AM,DL5153,Charleston (CHS),Delta Connection,CRJ9 (N602LR),Departed 8:22 AM
7:30 AM,DL5517,Memphis (MEM),Delta Connection,CRJ7 (N690CA),Departed 8:03 AM
7:30 AM,F93072,Norfolk (ORF),Frontier (Choo the Pika Livery),A20N (N331FR),Departed 8:37 AM
7:30 AM,NK2574,Houston (IAH),Spirit Airlines,A20N (N967NK),Departed 7:48 AM
7:35 AM,DL1100,Philadelphia (PHL),Delta Air Lines,B739 (N891DN),Departed 7:50 AM
7:35 AM,DL1178,Chicago (ORD),Delta Air Lines,B739 (N884DN),Departed 7:50 AM
7:35 AM,DL1585,Houston (IAH),Delta Air Lines,A320 (N365NW),Departed 7:49 AM
7:35 AM,DL1592,Baltimore (BWI),Delta Air Lines,B739 (N823DN),Departed 7:44 AM
7:35 AM,DL1925,Raleigh-Durham (RDU),Delta Air Lines,B739 (N816DN),Departed 8:05 AM
7:35 AM,DL2668,Minneapolis (MSP),Delta Air Lines,B739 (N874DN),Departed 7:52 AM
7:35 AM,F91158,New York (EWR),Frontier (Abaco the Kirtland's Warbler Livery),A21N (N630FR),Departed 8:24 AM
7:35 AM,KE8256,Anchorage (ANC),Korean Air Cargo,B748 (HL7610),Departed 7:34 AM
7:36 AM,DL1479,Columbus (CMH),Delta Air Lines,B739 (N953DZ),Departed 7:48 AM
7:37 AM,UA487,San Francisco (SFO),United Airlines,B738 (N27246),Departed 8:05 AM
7:39 AM,DL2420,New York (JFK),Delta Air Lines,B752 (N722TW),Departed 7:58 AM
7:40 AM,DL2328,Jacksonville (JAX),Delta Air Lines,B752 (N705TW),Departed 7:52 AM
7:40 AM,F91080,Baltimore (BWI),Frontier (Colorado the Bighorn Sheep Livery),A20N (N323FR),Departed 8:32 AM
7:40 AM,5X5303,Louisville (SDF),UPS,MD11 (N262UP),Departed 7:36 AM
7:44 AM,DL3174,Cincinnati (CVG),Delta Air Lines,B738 (N384DA),Departed 7:55 AM
7:45 AM,DL1571,St. Louis (STL),Delta Air Lines,B739 (N883DN),Departed 7:59 AM
7:45 AM,DL1973,Charlotte (CLT),Delta Air Lines,B712 (N940AT),Departed 7:53 AM
7:45 AM,F93293,Denver (DEN),Frontier (Miracle the Seagull Livery),A20N (N350FR),Departed 7:56 AM
7:45 AM,WN2889,Dallas (DAL),Southwest Airlines,B38M (N8781Q),Departed 7:53 AM
7:48 AM,DL444,Seattle (SEA),Delta Air Lines,B739 (N872DN),Departed 8:24 AM
7:49 AM,AA1567,Dallas (DFW),American Airlines,A321 (N556UW),Departed 8:18 AM
7:55 AM,WN330,Baltimore (BWI),Southwest Airlines,B738 (N8321D),Departed 8:10 AM
8:00 AM,WN447,St. Louis (STL),Southwest Airlines,B738 (N8329B),Departed 8:08 AM
8:00 AM,DL9980,Atlanta (ATL),Delta Air Lines,A321 (N324DX),Departed 9:17 AM
8:05 AM,DL441,Dallas (DAL),Delta Air Lines,B712 (N892AT),Departed 8:14 AM
8:05 AM,DL1509,Houston (HOU),Delta Air Lines,B712 (N891AT),Departed 8:16 AM
8:05 AM,DL2003,Lexington (LEX),Delta Air Lines,B712 (N935AT),Departed 8:13 AM
8:05 AM,DL2739,Greenville-Spartanburg (GSP),Delta Air Lines,B739 (N962DZ),Departed 8:11 AM
8:05 AM,DL2793,Gainesville (GNV),Delta Air Lines,B712 (N979AT),Departed 8:08 AM
8:05 AM,DL3036,Huntsville (HSV),Delta Air Lines,B712 (N980AT),Departed 8:15 AM
8:05 AM,DL3051,Destin Fort Walton Beach (VPS),Delta Air Lines,B712 (N989AT),Departed 8:28 AM
8:05 AM,DL3077,Asheville (AVL),Delta Air Lines,B712 (N933AT),Departed 8:26 AM
8:05 AM,DL3103,Pensacola (PNS),Delta Air Lines,B739 (N919DU),Departed 8:13 AM
8:08 AM,DL2336,Columbia (CAE),Delta Air Lines,B712 (N946AT),Departed 8:23 AM
8:10 AM,DL539,Portland (PDX),Delta Air Lines,B739 (N857DZ),Departed 8:12 AM
8:10 AM,DL830,Salt Lake City (SLC),Delta Air Lines,A321 (N385DZ),Departed 8:41 AM
8:10 AM,DL849,Boston (BOS),Delta Air Lines,A321 (N309DN),Departed 8:17 AM
8:10 AM,DL1089,Fort Myers (RSW),Delta Air Lines,A321 (N321DH),Departed 8:25 AM
8:10 AM,DL2503,Wilmington (ILM),Delta Air Lines,B712 (N961AT),Departed 8:14 AM
8:10 AM,DL2976,Austin (AUS),Delta Air Lines,A321 (N301DV),Departed 8:36 AM
8:10 AM,DL2999,Milwaukee (MKE),Delta Air Lines,B739 (N946DZ),Departed 8:17 AM
8:10 AM,DL3033,Little Rock (LIT),Delta Air Lines,B712 (N994AT),Departed 8:27 AM
8:10 AM,DL5309,Chattanooga (CHA),Delta Connection,CRJ7 (N331CA),Departed 8:31 AM
8:10 AM,F94348,New York (LGA),Frontier (Stretch the Great Blue Heron Livery),A20N (N334FR),Departed 9:10 AM
8:11 AM,DL898,Los Angeles (LAX),Delta Air Lines,B753 (N584NW),Departed 8:22 AM
8:15 AM,DL927,Las Vegas (LAS),Delta Air Lines,B752 (N706TW),Departed 8:29 AM
8:15 AM,DL1094,Fort Lauderdale (FLL),Delta Air Lines,B752 (N548US),Departed 10:42 AM
8:15 AM,DL1311,West Palm Beach (PBI),Delta Air Lines,A321 (N339DN),Departed 8:27 AM
8:15 AM,DL1760,Punta Cana (PUJ),Delta Air Lines,B739 (N868DN),Departed 8:18 AM
8:15 AM,DL1847,Greensboro (GSO),Delta Air Lines,B712 (N990AT),Departed 8:20 AM
8:15 AM,DL2754,Tulsa (TUL),Delta Air Lines,B712 (N893AT),Departed 8:21 AM
8:15 AM,DL2957,Toronto (YYZ),Delta Air Lines,A321 (N381DZ),Departed 8:27 AM
8:15 AM,DL3090,Jackson (JAN),Delta Air Lines,B712 (N954AT),Departed 8:42 AM
8:15 AM,DL5462,Mobile (MOB),Delta Connection,CRJ7 (N371CA),Departed 8:20 AM
8:15 AM,AA1777,Phoenix (PHX),American Airlines,A320 (N651AW),Departed 8:25 AM
8:19 AM,DL2471,Kansas City (MCI),Delta Air Lines,B739 (N863DN),Departed 8:29 AM
8:20 AM,DL348,Phoenix (PHX),Delta Air Lines,B752 (N552NW),Departed 8:36 AM
8:20 AM,DL693,San Francisco (SFO),Delta Air Lines,B763 (N180DN),Departed 8:37 AM
8:20 AM,DL725,San Diego (SAN),Delta Air Lines,B753 (N588NW),Departed 8:33 AM
8:20 AM,DL3048,Panama City (ECP),Delta Air Lines,B712 (N998AT),Departed 8:30 AM
8:20 AM,DL5135,Baton Rouge (BTR),Delta Connection,CRJ9 (N306PQ),Departed 8:49 AM
8:20 AM,DL5143,Augusta (AGS),Delta Connection,CRJ9 (N913XJ),Departed 8:40 AM
8:20 AM,DL5236,Tallahassee (TLH),Delta Connection,CRJ9 (N924XJ),Departed 8:36 AM
8:21 AM,DL2332,Sarasota (SRQ),Delta Air Lines,B739 (N945DZ),Departed 8:27 AM
8:23 AM,DL1935,San Antonio (SAT),Delta Air Lines,A320 (N340NW),Departed 8:34 AM
8:25 AM,DL1213,Orlando (MCO),Delta Air Lines,B752 (N6714Q),Departed 8:41 AM
8:25 AM,DL1757,San Juan (SJU),Delta Air Lines,B739 (N912DU),Departed 8:56 AM
8:25 AM,DL577,Mexico City (MEX),Delta Air Lines,B738 (N380DA),Departed 8:45 AM
8:26 AM,DL1964,Cancun (CUN),Delta Air Lines,B739 (N803DN),Departed 8:45 AM
8:26 AM,DL2632,Omaha (OMA),Delta Air Lines,A319 (N358NB),Departed 8:33 AM
8:26 AM,DL3213,Savannah (SAV),Delta Air Lines,B739 (N939DZ),Departed 8:31 AM
8:27 AM,NK2351,Los Angeles (LAX),Spirit Airlines,A21N (N746NK),Departed 8:59 AM
8:28 AM,DL1575,Bentonville (XNA),Delta Air Lines,B712 (N991AT),Departed 9:07 AM
8:29 AM,NK2404,San Juan (SJU),Spirit Airlines,A21N (N726NK),Departed 8:59 AM
8:30 AM,DL513,New York (LGA),Delta Air Lines,A321 (N348DN),Departed 9:05 AM
8:30 AM,DL3069,Nashville (BNA),Delta Air Lines,B738 (N3749D),Departed 8:40 AM
8:30 AM,DL3091,Charleston (CHS),Delta Air Lines,B739 (N963DZ),Departed 8:38 AM
8:30 AM,DL5496,Blountville (TRI),Delta Connection,CRJ9 (N907XJ),Departed 8:43 AM
8:30 AM,UA248,Chicago (ORD),United Airlines,A319 (N873UA),Departed 8:46 AM
8:30 AM,WS1593,Calgary (YYC),WestJet,B38M (C-FNAX),Departed 9:01 AM
8:30 AM,NK2707,Chicago (ORD),Spirit Airlines,A21N (N710NK),Departed 8:52 AM
8:30 AM,WN3624,Austin (AUS),Southwest Airlines,B737 (N240WN),Departed 9:04 AM
8:31 AM,DL2951,Windsor Locks (BDL),Delta Air Lines,A320 (N350NA),Departed 8:44 AM
8:31 AM,DL3100,Birmingham (BHM),Delta Air Lines,B739 (N955DZ),Departed 9:11 AM
8:31 AM,DL3186,Memphis (MEM),Delta Air Lines,B739 (N961DZ),Departed 8:44 AM
8:33 AM,DL1227,Tampa (TPA),Delta Air Lines,B752 (N823DX),Departed 8:43 AM
8:33 AM,DL1374,Louisville (SDF),Delta Air Lines,B712 (N966AT),Departed 8:39 AM
8:35 AM,DL1699,Raleigh-Durham (RDU),Delta Air Lines,A321 (N364DX),Departed 8:45 AM
8:35 AM,DL1888,Indianapolis (IND),Delta Air Lines,B739 (N873DN),Departed 8:48 AM
8:35 AM,DL2397,New York (EWR),Delta Air Lines,A321 (N313DN),Departed 8:48 AM
8:35 AM,DL2960,Minneapolis (MSP),Delta Air Lines,B752 (N686DA),Departed 8:54 AM
8:37 AM,F92410,Cleveland (CLE),Frontier Airlines,A21N (N667FR),Departed 9:00 AM
8:40 AM,WS1599,Vancouver (YVR),WestJet,B38M (C-GAMQ),Departed 9:04 AM
8:41 AM,DL1063,Chicago (MDW),Delta Air Lines,B712 (N960AT),Departed 9:09 AM
8:41 AM,DL2326,Jacksonville (JAX),Delta Air Lines,B752 (N556NW),Departed 8:50 AM
8:42 AM,DL1814,Gulfport (GPT),Delta Air Lines,B712 (N985AT),Departed 8:47 AM
8:47 AM,DL5520,Fayetteville (FAY),Delta Connection,CRJ9 (N228PQ),Departed 9:48 AM
8:47 AM,DL5304,Montgomery (MGM),Delta Connection,CRJ7 (N354CA),Departed 10:23 AM
8:48 AM,F94556,Orlando (MCO),Frontier (Verde the Resplendent Quetzal Livery),A20N (N380FR),Departed 5:43 PM
8:50 AM,DL5136,Knoxville (TYS),Delta Connection,CRJ9 (N134EV),Departed 8:56 AM
8:54 AM,AA5063,Charlotte (CLT),American Eagle,CRJ9 (N607NN),Departed 9:25 AM
8:55 AM,DL961,Dallas (DFW),Delta Air Lines,A321 (N363DN),Departed 9:14 AM
8:55 AM,DL1004,Albuquerque (ABQ),Delta Air Lines,B739 (N927DZ),Departed 9:08 AM
8:55 AM,DL1034,New York (JFK),Delta Air Lines,B752 (N673DL),Departed 9:15 AM
8:55 AM,DL1375,Syracuse (SYR),Delta Air Lines,A321 (N331DN),Departed 9:07 AM
8:55 AM,DL3047,Myrtle Beach (MYR),Delta Air Lines,B712 (N943AT),Departed 9:03 AM
8:55 AM,DL3108,Dayton (DAY),Delta Air Lines,B712 (N942AT),Departed 8:58 AM
8:55 AM,DL3118,Melbourne (MLB),Delta Air Lines,B712 (N951AT),Departed 9:01 AM
8:55 AM,AC1196,Montreal (YUL),Air Canada,BCS3 (C-GUPL),Departed 9:05 AM
8:55 AM,WN2211,Chicago (MDW),Southwest Airlines,B38M (N8810L),Departed 9:22 AM
8:56 AM,NK2468,Tampa (TPA),Spirit Airlines,A321 (N679NK),Departed 9:02 AM
8:57 AM,DL3035,Daytona Beach (DAB),Delta Air Lines,B739 (N942DZ),Departed 9:07 AM
8:59 AM,AA5306,Washington (DCA),American Eagle,CRJ7 (N703PS),Departed 9:23 AM
8:59 AM,DL1637,Wichita (ICT),Delta Air Lines,B712 (N982AT),Departed 9:16 AM
9:00 AM,AA2526,Miami (MIA),American Airlines,A319 (N93003),Departed 9:11 AM
9:00 AM,DL1281,Key West (EYW),Delta Air Lines,A319 (N326NB),Departed 9:16 AM
9:00 AM,DL1363,Pittsburgh (PIT),Delta Air Lines,B739 (N938DZ),Departed 9:12 AM
9:00 AM,DL1424,New Orleans (MSY),Delta Air Lines,B752 (N557NW),Departed 11:08 AM
9:00 AM,DL1510,Miami (MIA),Delta Air Lines,B752 (N900PC),Departed 9:38 AM
9:00 AM,DL2597,Montreal (YUL),Delta Air Lines,A319 (N315NB),Departed 9:15 AM
9:00 AM,DL2681,Madison (MSN),Delta Air Lines,B712 (N921AT),Departed 9:23 AM
9:00 AM,EJA537,Charleston (JZI),NetJets,C68A (N537QS),Departed 9:13 AM
9:01 AM,DL5130,Charleston (CRW),Delta Connection,CRJ9 (N331PQ),Departed 9:10 AM
9:01 AM,F93210,Philadelphia (PHL),Frontier (D&A the Hispaniolan Parakeets Livery),A21N (N635FR),Departed 9:20 AM
9:02 AM,F91441,Chicago (ORD),Frontier (Scarlet the Tanager Livery),A20N (N354FR),Departed 9:44 AM
9:04 AM,DL4048,Fort Wayne (FWA),Delta Connection,CRJ9 (N809SK),Departed 9:27 AM
9:05 AM,DL904,Sacramento (SMF),Delta Air Lines,B739 (N829DN),Departed 9:19 AM
9:05 AM,DL1147,Chicago (ORD),Delta Air Lines,A321 (N311DN),Departed 9:18 AM
9:05 AM,DL1384,Buffalo (BUF),Delta Air Lines,B739 (N885DN),Departed 9:21 AM
9:05 AM,DL1703,St. Louis (STL),Delta Air Lines,B739 (N809DN),Departed 9:20 AM
9:05 AM,DL2270,Philadelphia (PHL),Delta Air Lines,B739 (N825DN),Departed 9:18 AM
9:05 AM,DL2368,Asheville (AVL),Delta Air Lines,B712 (N603AT),Departed 9:51 AM
9:06 AM,LXJ571,St. Petersburg (PIE),Flexjet,CL35 (N571FX),Departed 9:54 AM
9:10 AM,DL801,Baltimore (BWI),Delta Air Lines,B752 (N698DL),Departed 9:21 AM
9:10 AM,DL1808,Providence (PVD),Delta Air Lines,A320 (N373NW),Departed 9:17 AM
9:11 AM,DL2127,Chattanooga (CHA),Delta Air Lines,B712 (N986AT),Departed 9:25 AM
9:11 AM,F92984,Philadelphia (TTN),Frontier (Baja the Whale Shark Livery),A20N (N342FR),Departed 10:58 AM
9:11 AM,F93499,Kansas City (MCI),Frontier (Lewis the Greater Sage-Grouse Livery),A20N (N378FR),Departed 9:20 AM
9:12 AM,DL5129,Roanoke (ROA),Delta Connection,CRJ7 (N368CA),Departed 9:22 AM
9:13 AM,DL314,Portland (PWM),Delta Air Lines,A321 (N308DN),Departed 9:38 AM
9:13 AM,DL3618,South Bend (SBN),Delta Connection,CRJ9 (N833SK),Departed 9:30 AM
9:14 AM,DL1248,Harrisburg (MDT),Delta Air Lines,B712 (N953AT),Departed 9:28 AM
9:14 AM,DL1590,Columbia (CAE),Delta Air Lines,B712 (N974AT),Departed 9:30 AM
9:14 AM,DL1708,Huntsville (HSV),Delta Air Lines,B712 (N896AT),Departed 9:26 AM
9:15 AM,DL665,Ontario (ONT),Delta Air Lines,A321 (N111DC),Departed 9:28 AM
9:15 AM,DL809,San Jose (SJC),Delta Air Lines,B739 (N814DN),Departed 10:35 AM
9:15 AM,DL5372,Evansville (EVV),Delta Connection,CRJ7 (N668CA),Departed 9:31 AM
9:15 AM,DL5418,Charlottesville (CHO),Delta Connection,CRJ9 (N923XJ),Departed 10:00 AM
9:15 AM,F94406,Miami (MIA),Frontier (Elrey the Elk Livery),A20N (N370FR),Departed 9:42 AM
9:16 AM,DL380,Washington (DCA),Delta Air Lines,A321 (N117DX),Departed 10:12 AM
9:16 AM,DL2490,Oklahoma City (OKC),Delta Air Lines,B712 (N936AT),Departed 9:24 AM
9:17 AM,DL1298,Detroit (DTW),Delta Air Lines,B752 (N551NW),Departed 9:32 AM
9:19 AM,F92898,Detroit (DTW),Frontier (Lone Star the Longhorn Steer Livery),A20N (N347FR),Departed 10:26 AM
9:20 AM,DL827,Los Angeles (LAX),Delta Air Lines,B764 (N833MH),Departed 11:10 AM
9:20 AM,DL1271,Fort Lauderdale (FLL),Delta Air Lines,B753 (N589NW),Departed 9:37 AM
9:20 AM,DL5148,Shreveport (SHV),Delta Connection,CRJ9 (N300PQ),Departed 9:33 AM
9:20 AM,UA632,Washington (IAD),United Airlines,B38M (N17306),Departed 9:26 AM
9:22 AM,DL1892,Albany (ALB),Delta Air Lines,A321 (N334DN),Departed 10:03 AM
9:24 AM,EJA422,Lake Charles (LCH),NetJets,E55P (N422QS),Departed 9:35 AM
9:25 AM,DL1658,Orlando (MCO),Delta Air Lines,B752 (N694DL),Departed 9:40 AM
9:25 AM,WN380,Houston (HOU),Southwest Airlines,B38M (N8752Q),Departed 9:41 AM
9:25 AM,5Y8986,Toronto (YYZ),YunExpress,B77L (N704GT),Departed 10:07 AM
9:26 AM,DL1704,Des Moines (DSM),Delta Air Lines,B712 (N608AT),Departed 9:34 AM
9:27 AM,DL329,Santa Ana (SNA),Delta Air Lines,B752 (N711ZX),Departed 9:36 AM
9:30 AM,AS533,Seattle (SEA),Alaska Airlines,B39M (N977AK),Departed 10:04 AM
9:30 AM,DL557,New York (LGA),Delta Air Lines,A321 (N374DX),Departed 9:41 AM
9:31 AM,DL2511,Rochester (ROC),Delta Air Lines,A320 (N319US),Departed 9:40 AM
9:31 AM,DL2097,Rochester (ROC),Delta Air Lines,320,Unknown
9:34 AM,DL855,Boston (BOS),Delta Air Lines,A321 (N315DN),Departed 10:10 AM
9:35 AM,WN437,Phoenix (PHX),Southwest Airlines,B737 (N269WN),Departed 9:46 AM
9:37 AM,F93118,Syracuse (SYR),Frontier(Savannah the Yellow-Headed Amazon Livery),A21N (N636FR),Departed 10:16 AM
9:39 AM,AA5154,Philadelphia (PHL),American Eagle,CRJ9 (N589NN),Canceled
9:40 AM,DL672,San Francisco (SFO),Delta Air Lines,B763 (N171DN),Departed 10:31 AM
9:40 AM,DL774,Seattle (SEA),Delta Air Lines,B753 (N590NW),Departed 9:52 AM
9:40 AM,DL787,Spokane (GEG),Delta Air Lines,B739 (N877DN),Departed 9:49 AM
9:40 AM,DL1146,White Plains (HPN),Delta Air Lines,B712 (N963AT),Departed 10:10 AM
9:40 AM,DL1682,Houston (IAH),Delta Air Lines,A320 (N355NW),Departed 10:13 AM
9:40 AM,DL1985,Bridgetown (BGI),Delta Air Lines,B738 (N3743H),Departed 9:45 AM
9:40 AM,DL2158,Greenville-Spartanburg (GSP),Delta Air Lines,B712 (N944AT),Departed 10:22 AM
9:40 AM,DL2978,Cleveland (CLE),Delta Air Lines,B739 (N947DZ),Departed 9:55 AM
9:40 AM,DL4840,Jackson (JAN),Delta Connection,CRJ9 (N901XJ),Departed 9:56 AM
9:40 AM,UA2355,Houston (IAH),United Airlines,A319 (N836UA),Canceled
9:41 AM,DL2886,Austin (AUS),Delta Air Lines,A321 (N358DN),Departed 9:58 AM
9:41 AM,DL5365,Jacksonville (OAJ),Delta Connection,CRJ9 (N607LR),Departed 10:22 AM
9:43 AM,DL2250,Birmingham (BHM),Delta Air Lines,B739 (N960DZ),Departed 9:54 AM
9:44 AM,NK2466,Miami (MIA),Spirit Airlines,A320 (N697NK),Departed 10:43 AM
9:45 AM,DL189,Seoul (ICN),Delta Air Lines,A359 (N523DN),Departed 10:19 AM
9:45 AM,DL777,Las Vegas (LAS),Delta Air Lines,B752 (N6709),Departed 10:10 AM
9:45 AM,DL1823,Cincinnati (CVG),Delta Air Lines,B739 (N943DZ),Departed 10:11 AM
9:45 AM,DL1944,Nassau (NAS),Delta Air Lines,B739 (N911DQ),Departed 10:00 AM
9:45 AM,DL1992,Guadalajara (GDL),Delta Air Lines,B739 (N881DN),Departed 9:50 AM
9:45 AM,DL2071,Memphis (MEM),Delta Air Lines,A319 (N354NB),Departed 9:59 AM
9:45 AM,DL3197,Nashville (BNA),Delta Air Lines,B739 (N950DZ),Departed 10:05 AM
9:45 AM,AA3615,Dallas (DFW),American Eagle,E75L (N267NN),Departed 10:28 AM
9:46 AM,DL3220,Savannah (SAV),Delta Air Lines,B739 (N859DN),Departed 9:53 AM
9:47 AM,B61520,New York (JFK),JetBlue,A320 (N568JB),Departed 10:24 AM
9:50 AM,DL586,Cancun (CUN),Delta Air Lines,B752 (N658DL),Departed 9:57 AM
9:50 AM,DL600,George Town (GCM),Delta Air Lines,B738 (N397DA),Departed 10:09 AM
9:50 AM,DL1064,Vieux Fort (UVF),Delta Air Lines,B752 (N684DA),Departed 9:55 AM
9:50 AM,DL4160,Springfield (SGF),Delta Connection,CRJ9 (N816SK),Departed 10:02 AM
9:50 AM,DL3073,Charlotte (CLT),Delta Air Lines,B712 (N992AT),Departed 9:57 AM
9:51 AM,DL1527,West Palm Beach (PBI),Delta Air Lines,A321 (N357DN),Departed 10:15 AM
9:51 AM,DL1882,San Juan (SJU),Delta Air Lines,A321 (N345DN),Departed 9:59 AM
9:51 AM,DL1912,San Antonio (SAT),Delta Air Lines,A321 (N120DN),Departed 10:06 AM
9:51 AM,DL1929,Monterrey (MTY),Delta Air Lines,A319 (N338NB),Departed 10:17 AM
